Month Year,LGA Region,Approved Sites,Operational Sites,Approved EGMs,Operational EGMs,Metered Win
Jun-09,RICHMOND,1,1,8,8,
Jun-09,ROCKHAMPTON,43,40,1176,1064,3301993.95
Jun-09,SCENIC RIM,21,19,276,232,606537.4
Jun-09,SOMERSET,13,13,138,130,355550.92
Jun-09,SOUTH BURNETT,21,21,388,382,963916.68
Jun-09,SOUTHERN DOWNS,22,20,408,398,876358.94
Jun-09,SUNSHINE COAST,77,76,2948,2873,8721208.41
Jun-09,TABLELANDS,6,6,147,135,440882.35
Jun-09,TOOWOOMBA,57,56,1552,1429,4129249.51
Jun-09,TORRES,4,4,83,83,
Jun-09,TOWNSVILLE,50,46,1660,1516,6315954.63
Jun-09,WEIPA,3,3,59,59,
Jun-09,WESTERN DOWNS,26,26,408,396,838643.43
Jun-09,WHITSUNDAY,22,22,453,453,1582131.97
Jun-09,WINTON,4,4,35,33,
Jul-09,BALONNE,7,7,89,89,165643.06
Jul-09,BANANA,11,11,190,190,423465.84
Jul-09,BARCALDINE,3,3,28,28,
Jul-09,BLACKALL TAMBO,3,3,26,26,
Jul-09,BRISBANE,228,218,9215,8657,36043001.84
Jul-09,BUNDABERG,42,42,1178,1111,4013566.21
Jul-09,BURDEKIN,8,8,200,185,579917.45
Jul-09,CAIRNS,43,42,1666,1616,6075901.59
Jul-09,CARPENTARIA,3,3,48,48,
Jul-09,CASSOWARY COAST,15,15,364,344,1114436.37
Jul-09,CENTRAL HIGHLANDS,20,19,437,402,1328139.85
Jul-09,CHARTERS TOWERS,10,9,169,148,374599.34
Jul-09,CLONCURRY,5,5,69,69,
Jul-09,COOK,3,3,36,36,
Jul-09,DOUGLAS,10,9,161,149,519004.87
Jul-09,FLINDERS,2,2,28,28,
Jul-09,FRASER COAST,39,38,1241,1201,4308906.91
Jul-09,GLADSTONE,23,23,570,546,2225388.95
Jul-09,GOLD COAST,134,132,5752,5470,22085504.59
Jul-09,GOONDIWINDI,11,11,187,187,479196.21
Jul-09,GYMPIE,19,19,377,377,1159018.93
Jul-09,HINCHINBROOK,8,8,91,89,346381.79
Jul-09,IPSWICH,43,43,1517,1517,6254538.39
Jul-09,ISAAC,17,17,270,270,913436.75
Jul-09,LIVINGSTONE,14,12,320,262,916771.83
Jul-09,LOCKYER VALLEY,20,18,285,271,772313.85
Jul-09,LOGAN,40,40,1924,1904,11137194.77
Jul-09,LONGREACH,5,5,67,67,
Jul-09,MACKAY,45,44,1611,1451,5549021.17
Jul-09,MARANOA,9,9,139,137,342009.29
Jul-09,MAREEBA,7,7,186,186,616516.98
Jul-09,MCKINLAY,2,2,21,21,
Jul-09,MORETON BAY,67,64,3192,3014,13345055.17
Jul-09,MOUNT ISA,8,8,480,480,1831461.43
Jul-09,MURWEH,8,8,75,75,165498.13
Jul-09,NOOSA,18,18,575,570,1994113.1
Jul-09,NORTH BURNETT,10,10,107,107,330198.63
Jul-09,PAROO,2,2,23,23,
Jul-09,QUILPIE,1,1,6,6,
Jul-09,REDLAND,30,30,1281,1256,4964059.64
Jul-09,RICHMOND,1,1,8,8,
Jul-09,ROCKHAMPTON,43,40,1176,1063,4003522.02
Jul-09,SCENIC RIM,21,19,276,232,707697.42
Jul-09,SOMERSET,13,13,138,130,382144.61
Jul-09,SOUTH BURNETT,21,21,388,382,1166692.2
Jul-09,SOUTHERN DOWNS,22,20,408,398,986117.92
Jul-09,SUNSHINE COAST,77,77,2948,2889,10052140.12
Jul-09,TABLELANDS,6,6,147,135,492843.08
Jul-09,TOOWOOMBA,57,56,1552,1473,4768012.66
Jul-09,TORRES,4,4,83,83,
Jul-09,TOWNSVILLE,50,47,1660,1556,7260372.66
Jul-09,WEIPA,3,3,59,59,
Jul-09,WESTERN DOWNS,26,26,408,396,975176.76
Jul-09,WHITSUNDAY,22,22,453,453,1939776.44
Jul-09,WINTON,4,4,35,33,
Aug-09,BALONNE,7,7,89,89,138814.36
Aug-09,BANANA,11,11,190,190,389769.49
Aug-09,BARCALDINE,3,3,28,28,
Aug-09,BLACKALL TAMBO,3,3,26,26,
Aug-09,BRISBANE,228,218,9215,8698,35687027
Aug-09,BUNDABERG,42,42,1178,1111,3920586.09
Aug-09,BURDEKIN,8,8,200,185,594463.36
Aug-09,CAIRNS,43,42,1666,1618,5953074.04
Aug-09,CARPENTARIA,3,3,48,48,
Aug-09,CASSOWARY COAST,15,15,364,344,1122915.17
Aug-09,CENTRAL HIGHLANDS,20,19,437,402,1376451.04
Aug-09,CHARTERS TOWERS,10,9,169,148,364892.2
Aug-09,CLONCURRY,5,5,69,69,
Aug-09,COOK,3,3,36,36,
Aug-09,DOUGLAS,10,9,161,149,514169.01
Aug-09,FLINDERS,2,2,28,28,
Aug-09,FRASER COAST,39,38,1241,1201,4422372.93
Aug-09,GLADSTONE,23,23,570,550,2091490.27
Aug-09,GOLD COAST,134,132,5752,5473,21839819.16
Aug-09,GOONDIWINDI,11,11,187,187,421330.54
Aug-09,GYMPIE,19,18,377,348,1072624.69
Aug-09,HINCHINBROOK,8,8,91,89,297184.19
Aug-09,IPSWICH,43,43,1517,1517,6337673.68
Aug-09,ISAAC,17,17,270,270,876695.27
Aug-09,LIVINGSTONE,14,12,320,262,951420.61
Aug-09,LOCKYER VALLEY,20,18,285,271,802363.83
Aug-09,LOGAN,40,40,1924,1904,11049488.79
Aug-09,LONGREACH,5,5,67,67,
Aug-09,MACKAY,45,44,1611,1466,5451632.07
Aug-09,MARANOA,9,9,139,137,358121.53
Aug-09,MAREEBA,7,7,186,186,522192.96
Aug-09,MCKINLAY,2,2,21,21,
Aug-09,MORETON BAY,67,64,3192,3014,13225886.75
Aug-09,MOUNT ISA,8,8,480,479,1908501.7
Aug-09,MURWEH,8,8,75,75,156339.23
Aug-09,NOOSA,18,18,575,570,1934148.84
Aug-09,NORTH BURNETT,10,10,107,107,317045.76
Aug-09,PAROO,2,2,23,23,
Aug-09,QUILPIE,1,1,6,6,
Aug-09,REDLAND,30,30,1281,1256,5147574.06
Aug-09,RICHMOND,1,1,8,8,
Aug-09,ROCKHAMPTON,43,40,1176,1064,3811119.45
Aug-09,SCENIC RIM,21,19,276,232,693799.97
Aug-09,SOMERSET,13,13,138,130,396953.41
Aug-09,SOUTH BURNETT,21,21,388,382,1073205.73
Aug-09,SOUTHERN DOWNS,22,19,408,387,1002055.58
Aug-09,SUNSHINE COAST,77,77,2948,2889,9840954.06
Aug-09,TABLELANDS,6,6,147,135,507834.04
Aug-09,TOOWOOMBA,57,56,1552,1473,4708575.24
Aug-09,TORRES,4,4,83,83,
Aug-09,TOWNSVILLE,50,47,1720,1556,7435944.19
Aug-09,WEIPA,3,3,59,59,
Aug-09,WESTERN DOWNS,26,26,408,396,918741.2
Aug-09,WHITSUNDAY,22,22,472,453,1900564.91
Aug-09,WINTON,4,4,35,33,
Sep-09,BALONNE,7,7,89,89,134686.57
Sep-09,BANANA,11,11,190,190,378710.33
Sep-09,BARCALDINE,3,3,28,28,
Sep-09,BLACKALL TAMBO,3,3,26,26,
Sep-09,BRISBANE,228,218,9215,8777,33072743.6
Sep-09,BUNDABERG,42,42,1175,1111,3576847.69
Sep-09,BURDEKIN,8,8,200,185,539722.94
Sep-09,CAIRNS,43,42,1666,1618,5390776.22
Sep-09,CARPENTARIA,3,3,48,48,
Sep-09,CASSOWARY COAST,15,15,364,344,988569.03
Sep-09,CENTRAL HIGHLANDS,20,19,437,402,1186148.66
Sep-09,CHARTERS TOWERS,10,10,174,167,345420.25
Sep-09,CLONCURRY,5,5,69,69,
Sep-09,COOK,3,3,36,36,
Sep-09,DOUGLAS,10,9,161,149,430733.64
Sep-09,FLINDERS,2,2,28,28,
Sep-09,FRASER COAST,39,38,1241,1201,4064950.09
Sep-09,GLADSTONE,23,23,570,550,1923434.93
Sep-09,GOLD COAST,134,132,5751,5572,20041178.98
Sep-09,GOONDIWINDI,11,11,187,187,381060.93
Sep-09,GYMPIE,19,19,377,377,1046606.38
Sep-09,HINCHINBROOK,8,8,91,89,345090.09
Sep-09,IPSWICH,43,43,1517,1517,5692363.23
Sep-09,ISAAC,17,17,270,270,878166.68
Sep-09,LIVINGSTONE,14,12,320,262,822375.32
Sep-09,LOCKYER VALLEY,19,18,280,271,808025.03
Sep-09,LOGAN,40,40,1924,1904,10086075.27
Sep-09,LONGREACH,5,5,67,67,
Sep-09,MACKAY,45,44,1611,1466,5112624.99
Sep-09,MARANOA,9,9,139,137,321984.65
Sep-09,MAREEBA,7,7,186,186,544975.57
Sep-09,MCKINLAY,2,2,21,21,
Sep-09,MORETON BAY,67,63,3192,3004,12367688.14
Sep-09,MOUNT ISA,8,8,480,480,1626150.92
Sep-09,MURWEH,8,8,75,75,137786.14
Sep-09,NOOSA,18,18,575,570,1756562.64
Sep-09,NORTH BURNETT,10,10,107,107,255026.82
Sep-09,PAROO,2,2,23,23,
Sep-09,QUILPIE,1,1,6,6,
Sep-09,REDLAND,30,30,1295,1256,4442335.78
Sep-09,RICHMOND,1,1,8,8,
Sep-09,ROCKHAMPTON,43,40,1176,1064,3506666.15
Sep-09,SCENIC RIM,21,19,276,240,638686.47
Sep-09,SOMERSET,13,13,138,130,375228.06
Sep-09,SOUTH BURNETT,21,21,382,382,995558.85
Sep-09,SOUTHERN DOWNS,22,19,408,387,884490.87
Sep-09,SUNSHINE COAST,77,77,2938,2899,9227630.62
Sep-09,TABLELANDS,6,6,147,135,393355.4
Sep-09,TOOWOOMBA,58,56,1558,1473,4382902.26
Sep-09,TORRES,4,4,83,83,
Sep-09,TOWNSVILLE,50,47,1715,1556,6439466.55
Sep-09,WEIPA,3,3,63,59,
Sep-09,WESTERN DOWNS,26,26,408,396,931042.76
Sep-09,WHITSUNDAY,22,22,472,453,1821609.78
Sep-09,WINTON,4,4,35,33,
Oct-09,BALONNE,7,7,89,89,158031.91
Oct-09,BANANA,11,11,190,190,447673.28
Oct-09,BARCALDINE,3,3,28,28,
Oct-09,BLACKALL TAMBO,3,3,26,26,
Oct-09,BRISBANE,228,220,9215,8825,35633957.03
Oct-09,BUNDABERG,42,42,1175,1110,3827328.08
Oct-09,BURDEKIN,8,8,200,185,619431.04
Oct-09,CAIRNS,43,42,1666,1618,5676230.12
Oct-09,CARPENTARIA,3,3,48,48,
Oct-09,CASSOWARY COAST,15,15,364,344,986353.31
Oct-09,CENTRAL HIGHLANDS,20,19,437,402,1277653.65
Oct-09,CHARTERS TOWERS,10,10,174,167,356944.96
Oct-09,CLONCURRY,5,5,69,69,
Oct-09,COOK,3,3,36,36,
Oct-09,DOUGLAS,10,9,161,149,467120.84
Oct-09,FLINDERS,2,2,28,28,
Oct-09,FRASER COAST,39,37,1241,1190,4137684.22
Oct-09,GLADSTONE,23,23,570,550,2202565.66
Oct-09,GOLD COAST,134,132,5751,5599,21472244.74
Oct-09,GOONDIWINDI,11,10,187,177,430811.75
Oct-09,GYMPIE,19,19,377,377,1114530.99
Oct-09,HINCHINBROOK,8,8,91,89,321117.75
Oct-09,IPSWICH,43,43,1517,1517,6162196.77
Oct-09,ISAAC,17,17,270,270,1045761.66
Oct-09,LIVINGSTONE,14,13,320,278,980899.67
Oct-09,LOCKYER VALLEY,19,18,280,271,827511.13
Oct-09,LOGAN,40,40,1924,1904,10710448.85
Oct-09,LONGREACH,5,5,67,67,
Oct-09,MACKAY,45,44,1611,1461,5397272.76
Oct-09,MARANOA,9,9,139,137,301540.21
Oct-09,MAREEBA,7,7,186,186,607857.16
Oct-09,MCKINLAY,2,2,21,21,
Oct-09,MORETON BAY,68,63,3192,3007,12990283.1
Oct-09,MOUNT ISA,8,8,480,480,1657635.48
Oct-09,MURWEH,8,8,75,75,159422.65
Oct-09,NOOSA,18,18,575,570,1908157.79
Oct-09,NORTH BURNETT,10,10,107,107,255182.02
Oct-09,PAROO,2,2,23,23,
Oct-09,QUILPIE,1,1,6,6,
Oct-09,REDLAND,30,30,1295,1256,4829621.76
Oct-09,RICHMOND,1,1,8,8,
Oct-09,ROCKHAMPTON,43,40,1164,1064,3753460.65
Oct-09,SCENIC RIM,21,19,276,240,737744.33
Oct-09,SOMERSET,13,13,138,130,398175.84
Oct-09,SOUTH BURNETT,21,21,382,382,1094636.58
Oct-09,SOUTHERN DOWNS,22,19,408,387,984018.25
Oct-09,SUNSHINE COAST,77,77,2938,2896,9851829.62
Oct-09,TABLELANDS,6,6,139,135,436053.03
Oct-09,TOOWOOMBA,58,56,1558,1473,4643700.6
Oct-09,TORRES,4,4,83,83,
Oct-09,TOWNSVILLE,49,47,1675,1556,6907912.05
Oct-09,WEIPA,3,3,63,59,
Oct-09,WESTERN DOWNS,26,26,406,396,928361.8
Oct-09,WHITSUNDAY,22,22,472,453,1796843.47
Oct-09,WINTON,4,4,35,33,
Nov-09,BALONNE,7,7,89,89,155269
Nov-09,BANANA,11,11,190,190,353427
Nov-09,BARCALDINE,3,3,28,28,
Nov-09,BLACKALL TAMBO,3,3,26,26,
Nov-09,BRISBANE,228,220,9210,8828,32457266.62
Nov-09,BUNDABERG,42,42,1175,1111,3417053.44
Nov-09,BURDEKIN,8,8,200,183,544131.97
Nov-09,CAIRNS,43,42,1663,1618,5067151.79
Nov-09,CARPENTARIA,3,3,48,48,
Nov-09,CASSOWARY COAST,15,15,364,343,925718
Nov-09,CENTRAL HIGHLANDS,20,19,437,402,1183020.03
Nov-09,CHARTERS TOWERS,10,10,174,167,361809.95
Nov-09,CLONCURRY,5,5,69,69,
Nov-09,COOK,3,3,36,36,
Nov-09,DOUGLAS,10,9,161,149,392840.15
Nov-09,FLINDERS,2,2,28,28,
Nov-09,FRASER COAST,39,37,1241,1190,3986431.76
Nov-09,GLADSTONE,23,23,570,550,1957257.6
Nov-09,GOLD COAST,134,132,5751,5594,19724787.57
Nov-09,GOONDIWINDI,11,10,187,177,378027.69
Nov-09,GYMPIE,19,19,377,377,1028907.8
Nov-09,HINCHINBROOK,8,8,91,89,270616.6
Nov-09,IPSWICH,43,43,1517,1517,5442279.5
Nov-09,ISAAC,17,17,270,270,831165.09
Nov-09,LIVINGSTONE,14,13,320,278,815938.94
Nov-09,LOCKYER VALLEY,19,18,280,271,800131.31
Nov-09,LOGAN,40,40,1924,1904,9798260.67
Nov-09,LONGREACH,5,5,67,67,
Nov-09,MACKAY,45,43,1611,1535,4895146.79
Nov-09,MARANOA,9,9,139,137,248753.66
Nov-09,MAREEBA,7,7,186,186,509314.18
Nov-09,MCKINLAY,2,2,21,21,
Nov-09,MORETON BAY,68,64,3222,3045,11915796.51
Nov-09,MOUNT ISA,8,8,480,480,1550097.73
Nov-09,MURWEH,8,8,75,75,118759.9
Nov-09,NOOSA,18,18,575,570,1792719.31
Nov-09,NORTH BURNETT,10,10,107,107,229429.22
Nov-09,PAROO,2,2,23,23,
Nov-09,QUILPIE,1,1,6,6,
Nov-09,REDLAND,30,30,1295,1256,4597459.61
Nov-09,RICHMOND,1,1,8,8,
Nov-09,ROCKHAMPTON,43,40,1164,1064,3301302.64
Nov-09,SCENIC RIM,21,19,276,240,657754.77
Nov-09,SOMERSET,13,13,138,130,341194.52
Nov-09,SOUTH BURNETT,21,21,382,382,929856.66
Nov-09,SOUTHERN DOWNS,22,19,408,387,892130.88
Nov-09,SUNSHINE COAST,77,76,2931,2865,8968275.53
Nov-09,TABLELANDS,6,5,139,126,
Nov-09,TOOWOOMBA,58,55,1558,1438,4309199.48
Nov-09,TORRES,4,4,83,83,
Nov-09,TOWNSVILLE,50,47,1715,1556,6328564.35
Nov-09,WEIPA,3,3,63,59,
Nov-09,WESTERN DOWNS,26,25,406,380,796389.07
Nov-09,WHITSUNDAY,22,22,472,453,1531113.88
Nov-09,WINTON,4,4,35,33,
Dec-09,BALONNE,7,7,89,89,187811.31
Dec-09,BANANA,11,10,190,171,339633.47
Dec-09,BARCALDINE,3,3,28,28,
Dec-09,BLACKALL TAMBO,3,3,26,26,
Dec-09,BRISBANE,227,220,9183,8821,33484119.21
Dec-09,BUNDABERG,42,42,1175,1111,3658634.61
Dec-09,BURDEKIN,8,8,200,185,575813.53
Dec-09,CAIRNS,43,43,1658,1648,5253373.78
Dec-09,CARPENTARIA,3,3,48,48,
Dec-09,CASSOWARY COAST,15,15,360,346,929337.97
Dec-09,CENTRAL HIGHLANDS,20,19,437,402,1154194.09
Dec-09,CHARTERS TOWERS,10,10,174,169,349230.3
Dec-09,CLONCURRY,5,5,69,69,
Dec-09,COOK,3,3,36,36,
Dec-09,DOUGLAS,10,9,161,149,370858.99
Dec-09,FLINDERS,2,2,28,28,
Dec-09,FRASER COAST,40,37,1281,1190,4112507.07
Dec-09,GLADSTONE,23,23,570,550,1893515.18
Dec-09,GOLD COAST,134,132,5724,5606,20120202.74
Dec-09,GOONDIWINDI,11,10,187,177,430771.03
Dec-09,GYMPIE,19,19,377,377,1030777.28
Dec-09,HINCHINBROOK,8,8,91,89,269970.72
Dec-09,IPSWICH,43,42,1517,1504,5661009.24
Dec-09,ISAAC,17,17,270,270,748878.78
Dec-09,LIVINGSTONE,14,13,320,284,942453.82
Dec-09,LOCKYER VALLEY,19,18,280,271,742566.07
Dec-09,LOGAN,40,40,1924,1904,10037131.12
Dec-09,LONGREACH,5,5,67,67,
Dec-09,MACKAY,45,44,1610,1539,5057628.22
Dec-09,MARANOA,9,9,139,137,272016.91
Dec-09,MAREEBA,7,7,186,186,526792.1
Dec-09,MCKINLAY,2,2,21,21,
Dec-09,MORETON BAY,68,64,3193,3028,12399514.18
Dec-09,MOUNT ISA,8,8,480,480,1670863.16
Dec-09,MURWEH,8,8,75,75,144057.31
Dec-09,NOOSA,18,18,575,570,1826287.81
Dec-09,NORTH BURNETT,10,10,107,107,224174.05
Dec-09,PAROO,2,2,23,23,
Dec-09,QUILPIE,1,1,6,6,
Dec-09,REDLAND,30,30,1295,1255,4857392.16
Dec-09,RICHMOND,1,1,8,8,
Dec-09,ROCKHAMPTON,43,40,1164,1064,3548611.05
Dec-09,SCENIC RIM,21,19,276,240,624016.54
Dec-09,SOMERSET,13,13,138,130,340728.46
Dec-09,SOUTH BURNETT,21,21,382,382,1026233.83
Dec-09,SOUTHERN DOWNS,22,19,405,387,945738.32
Dec-09,SUNSHINE COAST,77,77,2926,2903,9594327.55
Dec-09,TABLELANDS,5,5,139,126,
Dec-09,TOOWOOMBA,58,55,1558,1438,4450716.15
Dec-09,TORRES,4,4,83,83,
Dec-09,TOWNSVILLE,50,47,1695,1556,6530317.29
Dec-09,WEIPA,3,3,63,59,
Dec-09,WESTERN DOWNS,26,25,406,380,773574.71
Dec-09,WHITSUNDAY,22,22,472,453,1395701.34
Dec-09,WINTON,4,4,35,33,
Jan-10,BALONNE,7,6,89,84,135145.91
Jan-10,BANANA,11,10,190,171,296615.08
Jan-10,BARCALDINE,3,3,28,28,
Jan-10,BLACKALL TAMBO,3,3,26,26,
Jan-10,BRISBANE,227,220,9183,8834,31268720.48
Jan-10,BUNDABERG,42,42,1175,1140,3445834.83
Jan-10,BURDEKIN,8,8,200,185,467782.93
Jan-10,CAIRNS,43,43,1658,1648,4915015.98
Jan-10,CARPENTARIA,3,3,48,48,
Jan-10,CASSOWARY COAST,15,15,360,345,927184.16
Jan-10,CENTRAL HIGHLANDS,20,19,437,402,1080134.18
Jan-10,CHARTERS TOWERS,10,10,174,169,322535.31
Jan-10,CLONCURRY,5,5,69,69,
Jan-10,COOK,3,3,36,36,
Jan-10,DOUGLAS,10,9,161,149,365716.76
Jan-10,FLINDERS,2,2,28,28,
Jan-10,FRASER COAST,40,37,1281,1190,4049469.96
Jan-10,GLADSTONE,23,23,570,550,1788924.3
Jan-10,GOLD COAST,133,131,5724,5588,19731784.51
Jan-10,GOONDIWINDI,11,11,187,187,374458.48
Jan-10,GYMPIE,19,19,377,377,1053328.07
Jan-10,HINCHINBROOK,8,8,91,89,275258.76
Jan-10,IPSWICH,43,42,1517,1504,5320676.29
Jan-10,ISAAC,17,17,270,270,766237.08
Jan-10,LIVINGSTONE,14,13,320,286,908380.63
Jan-10,LOCKYER VALLEY,19,18,290,271,722437.35
Jan-10,LOGAN,40,40,1924,1904,9468726.33
Jan-10,LONGREACH,5,5,67,67,
Jan-10,MACKAY,45,44,1610,1543,4681691.61
Jan-10,MARANOA,9,9,139,137,245633.78
Jan-10,MAREEBA,7,7,186,186,489326.5
Jan-10,MCKINLAY,2,2,21,21,
Jan-10,MORETON BAY,68,64,3193,3028,11750461.28
Jan-10,MOUNT ISA,8,8,480,480,1655680.51
Jan-10,MURWEH,8,8,75,75,116334.64
Jan-10,NOOSA,18,18,575,560,1937700.97
Jan-10,NORTH BURNETT,10,10,107,107,212917.18
Jan-10,PAROO,2,2,23,23,
Jan-10,QUILPIE,1,1,6,6,
Jan-10,REDLAND,30,30,1295,1256,4505895.79
Jan-10,RICHMOND,1,1,8,8,
Jan-10,ROCKHAMPTON,43,40,1164,1064,3198002.64
Jan-10,SCENIC RIM,21,19,276,240,574305.53
Jan-10,SOMERSET,13,13,138,130,340539.03
Jan-10,SOUTH BURNETT,21,21,382,382,963134.87
Jan-10,SOUTHERN DOWNS,22,19,405,387,931233.44
Jan-10,SUNSHINE COAST,77,77,2926,2914,9418683.63
Jan-10,TABLELANDS,5,5,139,126,
Jan-10,TOOWOOMBA,58,55,1558,1435,4087948.48
Jan-10,TORRES,4,4,83,83,
Jan-10,TOWNSVILLE,50,46,1759,1551,5841188.95
Jan-10,WEIPA,3,3,63,59,
Jan-10,WESTERN DOWNS,26,25,406,380,768694.01
Jan-10,WHITSUNDAY,22,22,472,453,1248043.66
Jan-10,WINTON,4,4,35,33,
Feb-10,BALONNE,7,6,89,87,96960.09
Feb-10,BANANA,11,10,190,171,302352.2
Feb-10,BARCALDINE,3,3,28,28,
Feb-10,BLACKALL TAMBO,3,3,26,26,
Feb-10,BRISBANE,227,220,9175,8854,30025451.49
Feb-10,BUNDABERG,42,42,1193,1140,3176590.17
Feb-10,BURDEKIN,8,8,196,185,405953.19
Feb-10,CAIRNS,43,43,1658,1648,4484855.28
Feb-10,CARPENTARIA,3,3,48,48,
Feb-10,CASSOWARY COAST,15,15,360,346,742229.65
Feb-10,CENTRAL HIGHLANDS,20,19,429,402,1004437.24
Feb-10,CHARTERS TOWERS,10,10,174,169,243686.26
Feb-10,CLONCURRY,5,5,69,69,
Feb-10,COOK,3,3,36,36,
Feb-10,DOUGLAS,10,9,161,149,220106.14
Feb-10,FLINDERS,2,2,28,28,
Feb-10,FRASER COAST,40,37,1281,1190,3540556.44
Feb-10,GLADSTONE,23,23,570,550,1747295.13
Feb-10,GOLD COAST,133,130,5712,5553,17941388.47
Feb-10,GOONDIWINDI,11,11,187,187,345982.45
Feb-10,GYMPIE,19,19,387,377,844937.23
Feb-10,HINCHINBROOK,8,8,91,89,267534.37
Feb-10,IPSWICH,43,42,1504,1504,4912677.95
Feb-10,ISAAC,17,17,270,270,797323.56
Feb-10,LIVINGSTONE,14,12,318,284,703429.31
Feb-10,LOCKYER VALLEY,19,18,290,271,633842.73
Feb-10,LOGAN,40,40,1924,1904,8591985.25
Feb-10,LONGREACH,5,5,67,67,
Feb-10,MACKAY,45,44,1670,1543,4428255.63
Feb-10,MARANOA,9,9,137,137,235030.96
Feb-10,MAREEBA,7,7,186,186,418474
Feb-10,MCKINLAY,2,2,21,21,
Feb-10,MORETON BAY,68,64,3201,3020,10766908.92
Feb-10,MOUNT ISA,8,8,480,480,1402010.64
Feb-10,MURWEH,8,8,75,75,114182.13
Feb-10,NOOSA,18,18,575,560,1700860.08
Feb-10,NORTH BURNETT,10,10,107,107,176734.78
Feb-10,PAROO,2,2,23,23,
Feb-10,QUILPIE,1,1,6,6,
Feb-10,REDLAND,30,30,1295,1256,3929804.96
Feb-10,RICHMOND,1,1,8,8,
Feb-10,ROCKHAMPTON,43,40,1164,1063,2860315.88
Feb-10,SCENIC RIM,21,19,276,240,504181.89
Feb-10,SOMERSET,13,13,139,130,327618.47
Feb-10,SOUTH BURNETT,21,21,382,382,873534.53
Feb-10,SOUTHERN DOWNS,22,19,405,387,877703.63
Feb-10,SUNSHINE COAST,77,77,2926,2914,8359586.09
Feb-10,TABLELANDS,5,5,139,126,
Feb-10,TOOWOOMBA,58,55,1567,1435,3964611.14
Feb-10,TORRES,4,4,83,83,
Feb-10,TOWNSVILLE,51,46,1799,1552,5507852.56
Feb-10,WEIPA,3,3,63,59,
Feb-10,WESTERN DOWNS,26,25,406,380,668073.69
Feb-10,WHITSUNDAY,22,22,476,472,1094492.91
Feb-10,WINTON,4,4,35,33,
Mar-10,BALONNE,7,6,89,87,124023.09
Mar-10,BANANA,11,10,190,171,358434.96
Mar-10,BARCALDINE,3,3,28,28,
Mar-10,BLACKALL TAMBO,3,3,26,26,
Mar-10,BRISBANE,227,220,9225,8859,32183381.41
Mar-10,BUNDABERG,42,41,1221,1126,3386662.8
Mar-10,BURDEKIN,8,7,196,181,480316.37
Mar-10,CAIRNS,43,43,1653,1648,4914380.53
Mar-10,CARPENTARIA,3,3,48,48,
Mar-10,CASSOWARY COAST,15,15,360,345,874680.19
Mar-10,CENTRAL HIGHLANDS,20,19,429,402,1088133.65
Mar-10,CHARTERS TOWERS,10,10,174,169,267975.12
Mar-10,CLONCURRY,5,5,69,69,
Mar-10,COOK,3,3,36,36,
Mar-10,DOUGLAS,10,9,161,149,341119.96
Mar-10,FLINDERS,2,2,28,28,
Mar-10,FRASER COAST,40,37,1281,1190,3760897.27
Mar-10,GLADSTONE,23,23,570,550,1892024.18
Mar-10,GOLD COAST,133,130,5712,5554,19345147.92
Mar-10,GOONDIWINDI,11,11,187,187,325193.7
Mar-10,GYMPIE,19,19,387,377,993744.38
Mar-10,HINCHINBROOK,8,8,91,89,292060.78
Mar-10,IPSWICH,42,42,1498,1504,5441161.26
Mar-10,ISAAC,17,17,270,270,803867.32
Mar-10,LIVINGSTONE,13,12,318,284,778042.92
Mar-10,LOCKYER VALLEY,19,18,290,269,726447.21
Mar-10,LOGAN,40,40,1924,1904,9421246.98
Mar-10,LONGREACH,5,5,67,67,
Mar-10,MACKAY,45,44,1670,1543,4703826.2
Mar-10,MARANOA,9,9,137,137,278282.3
Mar-10,MAREEBA,7,7,186,186,464507.97
Mar-10,MCKINLAY,2,2,21,21,
Mar-10,MORETON BAY,68,64,3200,2994,11719376.28
Mar-10,MOUNT ISA,8,8,480,479,1556303.15
Mar-10,MURWEH,8,8,75,75,129633.94
Mar-10,NOOSA,18,18,575,560,1761690.46
Mar-10,NORTH BURNETT,10,10,107,107,206478.37
Mar-10,PAROO,2,2,23,23,
Mar-10,QUILPIE,1,1,6,6,
Mar-10,REDLAND,30,30,1278,1256,4283212.26
Mar-10,RICHMOND,1,1,8,8,
Mar-10,ROCKHAMPTON,43,39,1164,1044,3292986.73
Mar-10,SCENIC RIM,21,19,276,240,556596.94
Mar-10,SOMERSET,13,13,139,130,349257.57
Mar-10,SOUTH BURNETT,21,21,375,382,982325.84
Mar-10,SOUTHERN DOWNS,22,19,405,387,1011451.12
Mar-10,SUNSHINE COAST,77,77,2926,2914,8851670.34
Mar-10,TABLELANDS,5,5,139,139,
Mar-10,TOOWOOMBA,58,55,1567,1435,4251518.66
Mar-10,TORRES,4,4,83,83,
Mar-10,TOWNSVILLE,51,45,1795,1576,6040240.75
Mar-10,WEIPA,3,3,63,59,
Mar-10,WESTERN DOWNS,26,25,406,380,700197.41
Mar-10,WHITSUNDAY,22,22,476,470,1181768.13
Mar-10,WINTON,4,4,35,33,
Apr-10,BALONNE,7,6,89,87,106781.3
Apr-10,BANANA,11,10,190,171,310676.26
Apr-10,BARCALDINE,3,3,28,28,
Apr-10,BLACKALL TAMBO,3,3,26,26,
Apr-10,BRISBANE,227,221,9345,8956,32017037.46
Apr-10,BUNDABERG,42,41,1227,1126,3339844.56
